graph_order,acronym,name,DHBA_name,DHBA_acronym,DHBA_id,color_hex_triplet,uDHBA_id,r,g,b,a,vis,msh,acronym
1064,CV2-3,lobule II-III (central lobule),,,DHBA:AA30381,,1406,255,250,200,1,1,1,CV2-3
1065,CV2,"lobule II (central lobule, rostral part)",,,DHBA:AA30382,,1407,128,128,128,1,1,1,CV2
1066,CV3,"lobule III (central lobule, caudal part)",,,DHBA:AA30383,,1408,250,190,212,1,1,1,CV3
1067,CV4-5,Lobule IV-V (culmen),,,DHBA:AA30384,,1409,245,130,48,1,1,1,CV4-5
1068,CV4,"lobule IV (culmen, rostral part)",,,DHBA:AA30385,,1410,220,190,255,1,1,1,CV4
1069,CV5,"lobule V (culmen, caudal part)",,,DHBA:AA30386,,1411,245,130,48,1,1,1,CV5
1070,ACH,"anterior lobe, hemisphere part",,,DHBA:AA30387,,1412,145,30,180,1,1,1,ACH
1071,CH2-3,lobule II-III (wing of central lobule),,,DHBA:AA30388,,1413,255,250,200,1,1,1,CH2-3
1072,CH2,"lobule II (wing of central lobule, rostral part)",,,DHBA:AA30389,,1414,170,255,195,1,1,1,CH2
1073,CH3,"lobule III (wing of central lobule, caudal part)",,,DHBA:AA30390,,1415,250,190,212,1,1,1,CH3
1074,CH4-5,Lobule IV-V (quadrangular lobule),,,DHBA:AA30391,,1416,255,225,25,1,1,1,CH4-5
1075,CH4,"lobule IV (quadrangular lobule, rostral part)",,,DHBA:AA30392,,1417,0,130,200,1,1,1,CH4
1076,CH5,"lobule V (quadrangular lobule, caudal part)",,,DHBA:AA30393,,1418,255,250,200,1,1,1,CH5
1077,PCb,posterior lobe of cerebellar cortex,posterior lobe,PCb,DHBA:12844,#3E80BA,1419,0,130,200,1,1,1,PCb
1078,PCV,"posterior lobe, vermis part",,,DHBA:AA30394,,1420,210,245,60,1,1,1,PCV
1079,CV6,lobule VI (declive),,,DHBA:AA30395,,1421,255,225,25,1,1,1,CV6
1080,CV6a,"lobule VIA (declive, rostral part)",,,DHBA:AA30396,,1422,210,245,60,1,1,1,CV6a
1081,CV6b,"Lobule VIB (declive, caudal part)",,,DHBA:AA30397,,1423,70,240,240,1,1,1,CV6b
1082,CV7,lobule VII (folium and tuber),,,DHBA:AA30398,,1424,250,190,212,1,1,1,CV7
1083,CV7a,lobule VIIA-folium and tuber,,,DHBA:AA30399,,1425,0,130,200,1,1,1,CV7a
1084,CV7a1,lobule VIIAf (folium),,,DHBA:AA30400,,1426,170,110,40,1,1,1,CV7a1
1085,CV7a2,"lobule VIIAt (tuber, part 1)",,,DHBA:AA30401,,1427,145,30,180,1,1,1,CV7a2
1086,CV7b,"lobule VIIB (tuber, part 2)",,,DHBA:AA30402,,1428,245,130,48,1,1,1,CV7b
1087,CV8,Lobule VIII (pyramis),,,DHBA:AA30403,,1429,230,25,75,1,1,1,CV8
1088,CV8a,"lobule VIIIA (pyramis, part 1)",,,DHBA:AA30404,,1430,255,225,25,1,1,1,CV8a
1089,CV8b,"lobule VIIIB (pyramis, part 2)",,,DHBA:AA30405,,1431,255,215,180,1,1,1,CV8b
1090,CV9,lobule IX (uvula),,,DHBA:AA30406,,1432,0,128,128,1,1,1,CV9
1091,PCH,"posterior lobe, hemisphere part",,,DHBA:AA30407,,1433,145,30,180,1,1,1,PCH
1092,CH6,lobule VI (simple lobule),,,DHBA:AA30408,,1434,210,245,60,1,1,1,CH6
1093,CH6a,"lobule VIA (simple lobule, rostral part)",,,DHBA:AA30409,,1435,220,190,255,1,1,1,CH6a
1094,CH6b,"Lobule VIB (simple lobule, caudal part)",,,DHBA:AA30410,,1436,255,215,180,1,1,1,CH6b
1095,CH7,lobule VII (semilunar-gracile lobule),,,DHBA:AA30411,,1437,0,130,200,1,1,1,CH7
1096,CH7a,lobule VIIA (semilunar lobule/ansiform lobule),,,DHBA:AA30412,,1438,250,190,212,1,1,1,CH7a
1097,CH7a1,lobule VIIA/crus I (superior semilunar lobule),,,DHBA:AA30413,,1439,170,255,195,1,1,1,CH7a1
1098,CH7a2,lobule VIIA/crus II (inferior semilunar lobule),,,DHBA:AA30414,,1440,230,25,75,1,1,1,CH7a2
1099,CH7b,lobule VIIB (gracile lobule),,,DHBA:AA30415,,1441,128,0,0,1,1,1,CH7b
1100,CH8,Lobule VIII (biventral lobule),,,DHBA:AA30416,,1442,145,30,180,1,1,1,CH8
1101,CH8a,"lobule VIIIA (biventral lobule, part 1, paramedian lobule)",,,DHBA:AA30417,,1443,0,128,128,1,1,1,CH8a
1102,CH8b,"lobule VIIIB (biventral lobule, part 2, copula pyramis)",,,DHBA:AA30418,,1444,0,128,128,1,1,1,CH8b
1103,CH9,lobule IX (tonsil-paraflocculus),,,DHBA:AA30419,,1445,255,225,25,1,1,1,CH9
1104,CH9a,lobule IX (tonsil),,,DHBA:AA30420,,1446,250,190,212,1,1,1,CH9a
1105,CH9b,lobule IX (paraflocculus),,,DHBA:AA30421,,1447,255,215,180,1,1,1,CH9b
1106,FNCb,flocculonodular lobe of cerebellar cortex,flocculonodular lobe,FNCb,DHBA:12852,#3272AE,1448,255,225,25,1,1,1,FNCb
1107,CV10,"flocculonodular lobe, vermis part (lobule X-nodulus)",,,DHBA:AA30422,,1449,0,128,128,1,1,1,CV10
1108,CH10,"flocculonodular lobe, flocculus part",,,DHBA:AA30423,,1450,60,180,75,1,1,1,CH10
1109,CH10a,lobule X (flocculus),,,DHBA:AA30424,,1451,220,190,255,1,1,1,CH10a
1110,CH10b,Lobule X (accessory paraflocculus),,,DHBA:AA30425,,1452,60,180,75,1,1,1,CH10b
1111,CbL,layers of cerebellar cortex,,,DHBA:AA30426,,1453,255,225,25,1,1,1,CbL
1112,CbL1,molecular layer of cerebellar cortex,,,DHBA:AA30427,,1454,70,240,240,1,1,1,CbL1
1113,CbL2,Purkinje cell layer of cerebellar cortex,,,DHBA:AA30428,,1455,210,245,60,1,1,1,CbL2
1114,CbL3,granular cell layer of cerebellar cortex,,,DHBA:AA30429,,1456,240,50,230,1,1,1,CbL3
1115,CbDN,cerebellar deep nuclei,cerebellar deep nuclei,CbDN,DHBA:10660,#3E80BA,395,205,152,30,1,1,1,CbDN
1116,DT,dentate (lateral) nucleus,dentate (lateral) nucleus,DT,DHBA:12396,#19457E,396,208,76,181,1,1,1,DT
1117,DTlv,"dentate nucleus, lateroventral part","dentate nucleus, lateroventral part",DTlv,DHBA:12397,#19457E,1457,255,225,25,1,1,1,DTlv
1118,DTmd,"dentate nucleus, mediodorsal part","dentate nucleus, mediodorsal part",DTmd,DHBA:12398,#19457E,1458,230,25,75,1,1,1,DTmd
1119,InP,interpositus (intermediate) nucleus,interpositus (intermediate) nucleus,InP,DHBA:12399,#115A95,397,187,61,118,1,1,1,InP
1120,InPm,medial interpositus (globose) nucleus,medial interpositus (globose) nucleus,InPM,DHBA:12400,#115A95,1459,245,130,48,1,1,1,InPm
1121,InPl,lateral interpositus (emboliform) nucleus,lateral interpositus (emboliform) nucleus,InPL,DHBA:12401,#115A95,1460,255,250,200,1,1,1,InPl
1122,FAS,fastigial (medial) nucleus,fastigial (medial) nucleus,Fas,DHBA:12402,#3272AE,398,60,180,75,1,1,1,FAS
1123,FASm,"fastigial nucleus, medial part","fastigial nucleus, medial part",FasM,DHBA:12404,#3272AE,1461,210,245,60,1,1,1,FASm
1124,FASl,"fastigial nucleus, lateral part","fastigial nucleus, lateral part",FasL,DHBA:12403,#3272AE,1462,0,130,200,1,1,1,FASl
1125,BIcb,basal interstitial nucleus of cerebellum,basal interstitial nucleus of cerebellum,BIcb,DHBA:267499207,#19457E,1463,240,50,230,1,1,1,BIcb
1126,Pn,pons,pons,Pn,DHBA:10661,#AFC3DB,399,29,0,139,1,1,1,Pn
1127,LBSSe,segmentation of pons,,,DHBA:AA30430,,1464,230,25,75,1,1,1,LBSSe
1128,PnBa,basilar part of pons,basilar part of pons,PnBa,DHBA:12405,#7893C7,400,227,145,164,1,1,1,PnBa
1129,PN,pontine nucleus,pontine nucleus,PN,DHBA:12406,#6586BF,401,210,192,155,1,1,1,PN
1130,PNd,dorsal part of pontine nucleus,dorsal nucleus,PNd,DHBA:12407,#4E78B0,1465,128,0,0,1,1,1,PNd
1131,PNdl,dorsolateral part of pontine nucleus,dorsolateral nucleus,PNdl,DHBA:12408,#4E78B0,1466,0,0,128,1,1,1,PNdl
1132,PNdm,dorsomedial part of pontine nucleus,dorsomedial nucleus,PNdm,DHBA:12409,#4E78B0,1467,128,128,128,1,1,1,PNdm
1133,PNl,lateral part of pontine nucleus,lateral nucleus,PNl,DHBA:12410,#4E78B0,1468,128,0,0,1,1,1,PNl
1134,PNm,median part of pontine nucleus,median nucleus,PNm,DHBA:12411,#4E78B0,1469,220,190,255,1,1,1,PNm
1135,PNpa,paramedian part of pontine nucleus,paramedian nucleus,PNpar,DHBA:12412,#4E78B0,1470,0,0,128,1,1,1,PNpa
1136,PNpd,peduncular part of pontine nucleus,peduncular nucleus,PNped,DHBA:12413,#4E78B0,1471,0,128,128,1,1,1,PNpd
1137,PnTg,pontine tegmentum,pontine tegmentum,PnTg,DHBA:12416,#6586BF,402,77,55,166,1,1,1,PnTg
1138,PnCG,central gray region of pons,central gray of pons,PnCG,DHBA:146034964,#517DBE,1472,245,130,48,1,1,1,PnCG
1139,DTg,dorsal tegmental nucleus,dorsal tegmental nucleus,DTg,DHBA:12508,#517DBE,1473,210,245,60,1,1,1,DTg
1140,DTgC,"dorsal tegmental nucleus, central part","dorsal tegmental nucleus, central part",DTgC,DHBA:12509,#4E78B0,1474,70,240,240,1,1,1,DTgC
1141,DTgP,"dorsal tegmental nucleus, pericentral part","dorsal tegmental nucleus, pericentral part",DTgP,DHBA:12510,#4E78B0,1475,230,25,75,1,1,1,DTgP
1142,PDTg,posterodorsal tegmental nucleus,posterodorsal tegmental nucleus,PDTg,DHBA:12286,#5298AE,1476,255,250,200,1,1,1,PDTg
1143,LDTg,laterodorsal tegmental nucleus,laterodorsal tegmental nucleus,LDTg,DHBA:12519,#4E78B0,1477,60,180,75,1,1,1,LDTg
1144,LDTgD,dorsal part of laterodorsal tegmental nucleus,"laterodorsal tegmental nucleus, dorsal part",LDTgD,DHBA:12520,#4E78B0,1478,0,0,128,1,1,1,LDTgD
1145,LDTgV,ventral part of laterodorsal tegmental nucleus,"laterodorsal tegmental nucleus, ventral part",LDTgV,DHBA:12521,#4E78B0,1479,128,128,0,1,1,1,LDTgV
1146,DMTg,dorsomedial tegmental area,dorsomedial tegmental area,DMTg,DHBA:15557,#517DBE,1480,210,245,60,1,1,1,DMTg
1147,Bar,Barrington's nucleus,Barrington's nucleus,Bar,DHBA:12506,#517DBE,1481,255,250,200,1,1,1,Bar
1148,SPN,sphenoid nucleus,,,DHBA:AA30431,,1482,250,190,212,1,1,1,SPN
1149,NI,nucleus incertus,nucleus incertus,NI,DHBA:146034972,#6586BF,1483,170,110,40,1,1,1,NI
1150,NIM,medial part of nucleus incertus,,,DHBA:AA30432,,1484,170,255,195,1,1,1,NIM
1151,NIL,lateral part of nucleus incertus,,,DHBA:AA30433,,1485,0,0,128,1,1,1,NIL
1152,PnE,ependyma and subependymal layers of pons,ependyma and subependymal layers of pons,PnE,DHBA:146034968,#517DBE,1486,70,240,240,1,1,1,PnE
1153,PeG,periventricular gray of pons,central gray of pons,PnCG,DHBA:146034964,#517DBE,1487,170,255,195,1,1,1,PeG
1154,NC,nucleus coeruleus (locus coeruleus),nucleus coeruleus,NC,DHBA:12499,#3A5680,431,58,106,250,1,1,1,NC
1155,EpC,epicoeruleus nucleus,epicoeruleus nucleus,EpC,DHBA:12512,#517DBE,1488,128,0,0,1,1,1,EpC
1156,Me5-pn,"mesencephalic nucleus of trigeminal nerve, pontine part","mesencephalic nucleus of trigeminal nerve, pontine part",Me5-p,DHBA:12443,#476A9A,412,255,250,200,1,1,1,Me5-pn
1157,PnEN,efferent nuclei of cranial nerves in pons,efferent nuclei of cranial nerves in pons,PnEN,DHBA:12417,#4C72A8,403,72,47,47,1,1,1,PnEN
1158,6N,abducens nucleus,abducens nucleus,6N,DHBA:12418,#476A9A,404,89,140,56,1,1,1,6N
1159,SGe,supragenual nucleus,supragenual nucleus,SGe,DHBA:12662,#727CB6,1489,128,128,0,1,1,1,SGe
1160,7N,facial nucleus,facial nucleus,7N,DHBA:12420,#476A9A,406,75,248,204,1,1,1,7N
1161,7D,"facial nucleus, dorsal subnucleus","facial nucleus, dorsal subnucleus",7D,DHBA:12421,#406290,1490,220,190,255,1,1,1,7D
1162,7DI,"facial nucleus, dorsointermediate subnucleus",,,DHBA:AA30434,,1491,145,30,180,1,1,1,7DI
1163,7DM,"facial nucleus, dorsomedial subnucleus",,,DHBA:AA30435,,1492,128,128,128,1,1,1,7DM
1164,7I,"facial nucleus, intermediate subnucleus",,,DHBA:AA30436,,1493,220,190,255,1,1,1,7I
1165,7L,"facial nucleus, lateral subnucleus",,,DHBA:AA30437,,1494,70,240,240,1,1,1,7L
1166,7VI,"facial nucleus, ventrointermediate subnucleus","facial nucleus, ventrointermediate subnucleus",7VI,DHBA:12422,#406290,1495,170,110,40,1,1,1,7VI
1167,7VM,"facial nucleus, ventromedial subnucleus","facial nucleus, ventromedial subnucleus",7VM,DHBA:12424,#406290,1496,0,128,128,1,1,1,7VM
1168,7SH,"facial nucleus,stylohyoid part","facial nucleus,stylohyoid part",7SH,DHBA:15554,#406290,1497,255,215,180,1,1,1,7SH
1169,7VL,"facial nucleus, ventrolateral subnucleus","facial nucleus, ventrolateral subnucleus",7VL,DHBA:12427,#406290,1498,170,110,40,1,1,1,7VL
1170,PF7,perifacial zone,perifacial zone,PF7,DHBA:12425,#D1D7E8,1499,255,250,200,1,1,1,PF7
1171,Lac,lacrimal nucleus,lacrimal nucleus,Lac,DHBA:12428,#4C72A8,407,175,82,232,1,1,1,Lac
1172,SSV,superior salivatory nucleus,superior salivatory nucleus,SuSV,DHBA:12435,#476A9A,409,60,180,75,1,1,1,SSV
1173,PnLC,lateral cell groups of pons,lateral cell column of pons,LCCP,DHBA:12706,#8C7373,1500,210,245,60,1,1,1,PnLC
1174,5N,"motor nucleus of trigeminal nerve (motor trigeminal nucleus, Mo5)",motor nucleus of trigeminal nerve,Mo5,DHBA:12429,#476A9A,408,255,250,200,1,1,1,5N
1175,5Npt,"motor nucleus of trigeminal nerve, pterygoid part","motor nucleus of trigeminal nerve, lateral pterygoid part",Mo5lpt,DHBA:12430,#406290,1501,255,215,180,1,1,1,5Npt
1176,5Nma,"motor nucleus of trigeminal nerve, masseter part","motor nucleus of trigeminal nerve, masseter part",Mo5ma,DHBA:12431,#406290,1502,128,128,0,1,1,1,5Nma
1177,5Npc,"motor nucleus of trigeminal nerve, parvicellular part","motor nucleus of trigeminal nerve, medial pterygoid part",Mo5mpt,DHBA:12432,#406290,1503,240,50,230,1,1,1,5Npc
1178,5Nmy,"motor nucleus of trigeminal nerve, mylohyoid part","motor nucleus of trigeminal nerve, mylohyoid part",Mo5my,DHBA:12433,#406290,1504,255,225,25,1,1,1,5Nmy
1179,5Nte,"motor nucleus of trigeminal nerve, temporalis part","motor nucleus of trigeminal nerve, temporalis part",Mo5te,DHBA:12434,#406290,1505,128,128,128,1,1,1,5Nte
1180,5Nrd,"motor nucleus of trigeminal nerve, rostral digastric part",,,DHBA:AA30438,,1506,255,215,180,1,1,1,5Nrd
1181,PnAN,afferent nuclei of cranial nerves in pons,afferent nuclei of cranial nerves in pons,PnAN,DHBA:12436,#517DBE,410,126,129,233,1,1,1,PnAN
1182,8Co,cochlear nuclei,cochlear nuclei,8Co,DHBA:12437,#4C72A8,411,51,235,47,1,1,1,8Co
1183,DCo,dorsal cochlear nucleus,dorsal cochlear nucleus,DCo,DHBA:12438,#476A9A,1507,250,190,212,1,1,1,DCo
1184,GrCo,granular cell layer of cochlear nuclei,granular cell layer of cochlear nuclei,GrCo,DHBA:12442,#406290,1508,70,240,240,1,1,1,GrCo
1185,VCo,ventral cochlear nucleus,ventral cochlear nucleus,VCo,DHBA:12439,#476A9A,1509,70,240,240,1,1,1,VCo
1186,VCoR,"ventral cochlear nucleus, rostral part","ventral cochlear nucleus, rostral part",VCoR,DHBA:12440,#476A9A,1510,210,245,60,1,1,1,VCoR
1187,VCoC,"ventral cochlear nucleus, caudal part","ventral cochlear nucleus, caudal part",VCoC,DHBA:12441,#476A9A,1511,145,30,180,1,1,1,VCoC
1188,Pr5,principal sensory nucleus of trigeminal nerve,principal sensory nucleus of trigeminal nerve,Pr5,DHBA:12444,#406290,413,153,215,10,1,1,1,Pr5
1189,Pr5dm,dorsomedial nucleus of Pr5,dorsomedial nucleus of Pr5,Pr5dm,DHBA:12445,#406290,1512,0,128,128,1,1,1,Pr5dm
1190,Pr5vl,ventrolateral nucleus of Pr5,ventrolateral nucleus of Pr5,Pr5vl,DHBA:12446,#406290,1513,170,255,195,1,1,1,Pr5vl
1191,Sp5r,"spinal nucleus of trigeminal nerve, rostral subnucleus","spinal nucleus of trigeminal nerve, oral subnucleus",Sp5o,DHBA:12447,#406290,414,245,130,48,1,1,1,Sp5r
1192,8VNpn,vestibular nuclei in pons,vestibular nuclei in pons,8Ve-p,DHBA:12448,#4C72A8,415,255,225,25,1,1,1,8VNpn
1193,LaVN,lateral vestibular nucleus,lateral vestibular nucleus,LVe,DHBA:12449,#476A9A,1514,240,50,230,1,1,1,LaVN
1194,LVNmc,"lateral vestibular nucleus, magnocellular part","lateral vestibular nucleus, magnocellular part",LVeMC,DHBA:12450,#476A9A,1515,220,190,255,1,1,1,LVNmc
1195,LVNpc,"lateral vestibular nucleus, parvicellular part","lateral vestibular nucleus, parvicellular part",LVePC,DHBA:12451,#476A9A,1516,220,190,255,1,1,1,LVNpc
1196,SuVN,superior vestibular nucleus,superior vestibular nucleus,SuVe,DHBA:12452,#4C72A8,1517,170,110,40,1,1,1,SuVN
1197,NLL,nuclei of lateral lemniscus,nuclei of lateral lemniscus,LLN,DHBA:12454,#4E78B0,418,128,0,0,1,1,1,NLL
1198,DLL,dorsal nucleus of lateral lemniscus,dorsal nucleus of lateral lemniscus,DLL,DHBA:12455,#4C72A8,1518,220,190,255,1,1,1,DLL
1199,ILL,intermediate nucleus of lateral lemniscus,intermediate nucleus of lateral lemniscus,ILL,DHBA:12456,#4C72A8,1519,220,190,255,1,1,1,ILL
1200,VLL,ventral nucleus of lateral lemniscus,ventral nucleus of lateral lemniscus,VLL,DHBA:12457,#4C72A8,1520,245,130,48,1,1,1,VLL
1201,PaL,paralemniscal nucleus,paralemniscal nucleus,PLN,DHBA:12495,#517DBE,1370,128,128,128,1,1,1,PaL
1202,PB,parabrachial nuclei,parabrachial nuclei,PB,DHBA:12481,#517DBE,424,152,18,66,1,1,1,PB
1203,LPB,lateral parabrachial nucleus,lateral parabrachial nucleus,LPB,DHBA:12482,#4E78B0,425,246,186,215,1,1,1,LPB
1204,LPBce,"lateral parabrachial nucleus, central part","lateral parabrachial nucleus, central part",LPBc,DHBA:12483,#4E78B0,1522,245,130,48,1,1,1,LPBce
1205,LPBd,"lateral parabrachial nucleus, dorsal part","lateral parabrachial nucleus, dorsal part",LPBd,DHBA:12484,#4E78B0,1523,170,110,40,1,1,1,LPBd
1206,LPBe,"lateral parabrachial nucleus, external part","lateral parabrachial nucleus, external part",LPBe,DHBA:12485,#4E78B0,1524,0,128,128,1,1,1,LPBe
1207,LPBs,"lateral parabrachial nucleus, superior part","lateral parabrachial nucleus, superior part",LPBs,DHBA:12486,#4E78B0,1525,145,30,180,1,1,1,LPBs
1208,MPB,medial parabrachial nucleus,medial parabrachial nucleus,MPB,DHBA:12487,#517DBE,426,70,215,186,1,1,1,MPB
1209,MPBe,"medial parabrachial nucleus, external part","medial parabrachial nucleus, external part",MPBe,DHBA:12488,#4E78B0,1526,245,130,48,1,1,1,MPBe
1210,MPBm,"medial parabrachial nucleus, medial part","medial parabrachial nucleus, medial part",MPBm,DHBA:12489,#4E78B0,1527,145,30,180,1,1,1,MPBm
1211,PnLCx,other nuclei in lateral cell groups of pons,,,DHBA:AA30439,,1528,250,190,212,1,1,1,PnLCx
1212,PnG,pontine gamma nucleus,pontine gamma nucleus,PnG,DHBA:12513,#3D5C87,1529,0,0,128,1,1,1,PnG
1213,KF,Koelliker-Fuse nucleus,Koelliker-Fuse nucleus,KF,DHBA:12518,#4E78B0,1530,170,255,195,1,1,1,KF
1214,I5,intertrigeminal nucleus,intertrigeminal nucleus,I5,DHBA:12516,#517DBE,1531,220,190,255,1,1,1,I5
1215,P5,peritrigeminal zone,peritrigeminal zone,P5,DHBA:12529,#517DBE,1532,0,0,128,1,1,1,P5
1216,Su5,supratrigeminal nucleus,,,DHBA:AA30440,,1533,245,130,48,1,1,1,Su5
1217,NA7,A7 noradrenaline cell group,caudal division of SPC (area 7),A7,DHBA:10220,#E49C33,1534,230,25,75,1,1,1,NA7
1218,Pa6,paraabducens nucleus,paraabducens nucleus,Pa6,DHBA:12524,#517DBE,1535,250,190,212,1,1,1,Pa6
1219,PnVe,ventral cell groups in pontine tegmentum,,,DHBA:AA30441,,1536,230,25,75,1,1,1,PnVe
1220,TrZ,nucleus of trapezoid body,nucleus of trapezoid body,TrZ,DHBA:12458,#4E78B0,419,93,4,18,1,1,1,TrZ
1221,TrZl,lateral nucleus of trapezoid body,lateral nucleus of trapezoid body,TrZl,DHBA:12459,#4C72A8,1537,0,130,200,1,1,1,TrZl
1222,TrZm,medial nucleus of trapezoid body,medial nucleus of trapezoid body,TrZm,DHBA:12460,#4C72A8,1538,0,130,200,1,1,1,TrZm
1223,TrZv,ventral nucleus of trapezoid body,ventral nucleus of trapezoid body,TrZv,DHBA:12461,#4C72A8,1539,240,50,230,1,1,1,TrZv
1224,SOC,superior olivary complex,superior olivary complex,SOC,DHBA:12462,#4E78B0,420,179,137,50,1,1,1,SOC
1225,POI,periolivary nuclei,periolivary nuclei,POI,DHBA:12464,#476A9A,1540,230,25,75,1,1,1,POI
1226,LPOI,lateral periolivary nucleus,lateral periolivary nucleus,LPOI,DHBA:12465,#476A9A,1541,145,30,180,1,1,1,LPOI
1227,MPOI,medial periolivary nucleus,medial periolivary nucleus,MPOI,DHBA:12466,#476A9A,1542,0,0,128,1,1,1,MPOI
1228,RO,retro-olivary cell group,retro-olivary cell group,RO,DHBA:12467,#4C72A8,1543,255,250,200,1,1,1,RO
1229,SO,superior olivary nucleus,supraoptic nucleus,SO,DHBA:10481,#7D526F,1238,170,255,195,1,1,1,SO
1230,LSO,lateral superior olivary nucleus,lateral superior olivary nucleus,LSO,DHBA:12469,#476A9A,1545,170,255,195,1,1,1,LSO
1231,MSO,medial superior olivary nucleus,medial superior olive,MSO,DHBA:12470,#476A9A,1546,170,110,40,1,1,1,MSO
1232,SPO,superior paraolivary nucleus,superior paraolivary nucleus,SPO,DHBA:12463,#4C72A8,1547,240,50,230,1,1,1,SPO
1233,DPO,dorsal periolivary nucleus,dorsal periolivary nucleus,DPO,DHBA:15561,#727CB6,1548,145,30,180,1,1,1,DPO
1234,PrO,preolivary nucleus,preolivary nucleus,PrO,DHBA:266441709,#517DBE,421,134,144,37,1,1,1,PrO
1235,JxO,juxtaolivary nucleus,juxtaolivary nucleus,JxO,DHBA:12517,#517DBE,1549,128,0,0,1,1,1,JxO
1236,R7,retrofacial nucleus,retrofacial nucleus,R7,DHBA:12530,#4E78B0,1550,70,240,240,1,1,1,R7
1237,RTz,retrotrapezoid nucleus,retrotrapezoid nucleus,RTz,DHBA:12531,#4E78B0,1551,245,130,48,1,1,1,RTz
1238,CAT,central nucleus of acoustic tract,central nucleus of acoustic tract,CAT,DHBA:12507,#6586BF,1552,60,180,75,1,1,1,CAT
1239,PnRa,pontine raphe region,raphe pontis nucleus,PnRa,DHBA:12471,#6586BF,422,160,110,72,1,1,1,PnRa
1240,ATg,anterior tegmental nucleus,,,DHBA:AA30442,,1553,60,180,75,1,1,1,ATg
1241,VTg,ventral tegmental nucleus (of Gudden),ventral tegmental nucleus,VTg,DHBA:12266,#517DBE,416,20,151,144,1,1,1,VTg
1242,VTgr,"ventral tegmental nucleus,  rostral extension","ventral tegmental nucleus, rostral extension",VTgR,DHBA:146034960,#4E78B0,1554,245,130,48,1,1,1,VTgr
1243,VTgif,"ventral tegmental nucleus, infrafascicular part","ventral tegmental nucleus, infrafascicular part",VTgI,DHBA:12267,#4E78B0,1555,128,128,0,1,1,1,VTgif
1244,VTgpr,"ventral tegmental nucleus, principal part","ventral tegmental nucleus, principal part",VTgP,DHBA:12268,#4E78B0,1556,0,130,200,1,1,1,VTgpr
1245,VTgsf,"ventral tegmental nucleus, suprafascicular part","ventral tegmental nucleus, suprafascicular part",VTgS,DHBA:12269,#4E78B0,1557,70,240,240,1,1,1,VTgsf
1246,MnR,median raphe nucleus,median raphe nucleus,MnR,DHBA:12235,#56A1BB,353,231,54,76,1,1,1,MnR
1247,PMnR,paramedian raphe nucleus,paramedian raphe nucleus,PMnR,DHBA:12236,#56A1BB,354,237,142,152,1,1,1,PMnR
1248,PRn,raphe pontis nucleus,raphe pontis nucleus,PRn,DHBA:12475,#4E78B0,1558,128,128,0,1,1,1,PRn
1249,RIP,raphe interpositus nucleus,raphe interpositus nucleus,RIP,DHBA:12476,#4E78B0,1559,250,190,212,1,1,1,RIP
1250,Rbd,rhabdoid nucleus,rhabdoid nucleus,Rbd,DHBA:12238,#56A1BB,356,136,62,178,1,1,1,Rbd
1251,PnRF,Pontine reticular formation,Pontine reticular formation,PnRF,DHBA:12480,#7893C7,423,54,190,152,1,1,1,PnRF
1252,RFce,central reticular nuclei of pontine tegmentum,,,DHBA:AA30443,,1560,170,110,40,1,1,1,RFce
1253,PnR,"pontine reticular nucleus, rostral part","pontine reticular nucleus, oral part",PnO,DHBA:12494,#517DBE,1561,220,190,255,1,1,1,PnR
1254,PnC,"pontine reticular nucleus, caudal part","pontine reticular nucleus, caudal part",PnC,DHBA:12493,#517DBE,1562,0,0,128,1,1,1,PnC
1255,PLN,paralemniscal nucleus,paralemniscal nucleus,PLN,DHBA:12495,#517DBE,1563,245,130,48,1,1,1,PLN
1256,RFve,ventral reticular nuclei of pons,,,DHBA:AA30444,,1564,255,225,25,1,1,1,RFve
1257,RtTg,reticulotegmental nucleus,reticulotegmental nucleus,RtTg,DHBA:12497,#517DBE,1565,250,190,212,1,1,1,RtTg
1258,RtTgD,"reticulotegmental nucleus, dorsal part","reticulotegmental nucleus, dorsal part",RtTgD,DHBA:15555,#517DBE,1566,250,190,212,1,1,1,RtTgD
1259,RtTgV,"reticulotegmental nucleus, ventral part",,,DHBA:AA30445,,1567,128,0,0,1,1,1,RtTgV
1260,B9,B9 serotonin cell group,B9 serotonin cells,B9,DHBA:15556,#4E78B0,1568,170,110,40,1,1,1,B9
1261,RFdo,dorsal reticular nuclei of pons,,,DHBA:AA30446,,1569,170,110,40,1,1,1,RFdo
1262,SPTg,subpeduncular tegmental nucleus,,,DHBA:AA30447,,1570,255,225,25,1,1,1,SPTg
1263,DMTg,dorsomedial tegmental nucleus,dorsomedial tegmental area,DMTg,DHBA:15557,#517DBE,1480,210,245,60,1,1,1,DMTg
1264,SPB,subparabrachial nucleus,subparabrachial nucleus,SPB,DHBA:12491,#4E78B0,428,44,226,251,1,1,1,SPB
1265,Acs7,accessory facial nucleus,accessory facial nucleus,Acs7,DHBA:12419,#476A9A,405,155,207,43,1,1,1,Acs7
1266,IIMLF,intermediate interstitial nucleus of medial longitudinal fasciculus,intermediate interstitial nucleus of medial longitudinal fasciculus,IIMLF,DHBA:12514,#517DBE,1572,0,0,128,1,1,1,IIMLF
1267,IMLF,interstitial nucleus of medial longitudinal fasciculus,interstitial nucleus of medial longitudinal fasciculus,IMLF,DHBA:12515,#517DBE,1573,170,255,195,1,1,1,IMLF
